gauge_id,subdataset,country,gauge_lat,gauge_lon,area
camels_01414500,camels,United States of America,42.1062,-74.73043,67.18949203207025
camels_01415000,camels,United States of America,42.12009,-74.81849,86.58960357594596
camels_01423000,camels,United States of America,42.1662,-75.13989,860.7021764231342
camels_01434025,camels,United States of America,41.99537,-74.50099,9.87623373137771
camels_01435000,camels,United States of America,41.89009,-74.58988,183.20016283737263
camels_01439500,camels,United States of America,41.08815,-75.03767,305.7564933128151
camels_01440000,camels,United States of America,41.10667,-74.95222,171.3682659950159
camels_01440400,camels,United States of America,41.08481,-75.21462,178.50330347885946
camels_01451800,camels,United States of America,40.66176,-75.62685,148.57598395080447
camels_01466500,camels,United States of America,39.885,-74.50528,6.30386558430541
camels_01484100,camels,United States of America,38.90578,-75.51275,9.60448672160533
camels_01485500,camels,United States of America,38.22892,-75.47144,112.80750747105463
camels_01486000,camels,United States of America,38.21389,-75.67139,16.038361880456243
camels_01487000,camels,United States of America,38.72833,-75.56186,187.2838745080752
camels_01491000,camels,United States of America,38.99719,-75.78581,291.5533553286668
camels_01510000,camels,United States of America,42.54118,-75.89964,382.2670187873862
camels_01516500,camels,United States of America,41.79091,-77.01469,31.607401247202777
camels_01518862,camels,United States of America,41.92313,-77.53193,234.1773376584977
camels_01532000,camels,United States of America,41.70702,-76.48467,556.0260153812195
camels_01539000,camels,United States of America,41.07814,-76.43106,704.16963631742
camels_01542810,camels,United States of America,41.57895,-78.29251,13.676262148717782
camels_01543000,camels,United States of America,41.4134,-78.19695,703.7449939247832
camels_01543500,camels,United States of America,41.31728,-78.10306,1776.5907215025363
camels_01544500,camels,United States of America,41.4759,-77.82582,362.7805768622958
camels_01545600,camels,United States of America,41.38951,-77.69082,123.39535797250146
camels_01547700,camels,United States of America,41.05951,-77.60583,115.04463573920911
camels_01548500,camels,United States of America,41.52174,-77.44748,1555.2262672071736
camels_01549500,camels,United States of America,41.47368,-77.23081,98.67456297114104
camels_01550000,camels,United States of America,41.41841,-77.03275,455.6402648267032
camels_01552000,camels,United States of America,41.32508,-76.91246,1127.7016317397213
camels_01552500,camels,United States of America,41.35702,-76.53467,62.0735463397509
camels_01557500,camels,United States of America,40.68367,-78.23362,117.7833761731888
camels_01567500,camels,United States of America,40.37092,-77.40221,39.559773818841926
camels_01568000,camels,United States of America,40.32342,-77.16887,535.8875182816188
camels_01580000,camels,United States of America,39.62997,-76.40331,246.85030431714912
camels_01583500,camels,United States of America,39.51078,-76.6765,163.39811251875372
camels_01586610,camels,United States of America,39.45189,-76.95531,72.78865627563069
camels_01591400,camels,United States of America,39.25597,-77.05106,59.55746967875565
camels_01594950,camels,United States of America,39.27669,-79.39031,6.138013829951484
camels_01596500,camels,United States of America,39.57006,-79.10194,127.61017609705344
camels_01605500,camels,United States of America,38.63567,-79.33782,474.1732416558583
camels_01606500,camels,United States of America,38.99122,-79.17587,1685.174708203916
camels_01613050,camels,United States of America,39.89842,-78.13223,27.894648546943067
camels_01620500,camels,United States of America,38.33763,-79.24004,61.1271778964823
camels_01632000,camels,United States of America,38.63706,-78.8528,546.7043874876955
camels_01632900,camels,United States of America,38.69345,-78.64279,248.8236103366676
camels_01634500,camels,United States of America,39.08122,-78.32945,264.22677990433743
camels_01638480,camels,United States of America,39.25455,-77.57638,233.58728921187063
camels_01639500,camels,United States of America,39.61236,-77.23744,266.9608884014904
camels_01644000,camels,United States of America,39.01955,-77.57749,858.8115964401188
camels_01658500,camels,United States of America,38.58734,-77.4286,23.78267929842358
camels_01664000,camels,United States of America,38.53068,-77.8136,1603.511552246232
camels_01666500,camels,United States of America,38.32513,-78.09556,465.63800808525497
camels_01667500,camels,United States of America,38.35041,-77.975,1209.9189442442723
camels_01669000,camels,United States of America,37.87708,-76.90052,75.19450209100698
camels_01669520,camels,United States of America,37.63375,-76.69635,277.31652258059023
camels_02011400,camels,United States of America,38.04235,-79.88144,409.81092732410207
camels_02011460,camels,United States of America,38.2454,-79.76866,235.3075158235496
camels_02013000,camels,United States of America,37.8029,-80.047,436.0761479531383
camels_02014000,camels,United States of America,37.72901,-80.04228,396.9886817364013
camels_02015700,camels,United States of America,38.1954,-79.57032,286.377206711085
camels_02016000,camels,United States of America,37.7918,-79.75949,1193.9665626251322
camels_02017500,camels,United States of America,37.50624,-80.10671,285.2584061790841
camels_02018000,camels,United States of America,37.66596,-79.91144,851.702188085878
camels_02027000,camels,United States of America,37.71542,-78.98169,241.3288601362962
camels_02027500,camels,United States of America,37.70236,-79.02752,127.91280687579092
camels_02028500,camels,United States of America,37.86959,-78.82335,246.2660867611635
camels_02038850,camels,United States of America,37.41542,-78.63584,23.651483591997184
camels_02046000,camels,United States of America,37.06709,-77.60249,290.9140450533884
camels_02051000,camels,United States of America,36.99737,-78.34972,144.77947681539155
camels_02051500,camels,United States of America,36.71681,-77.83166,1431.7751313831347
camels_02053200,camels,United States of America,36.37083,-77.02556,581.3053451495236
camels_02053800,camels,United States of America,37.14013,-80.26643,288.2974137844979
camels_02055100,camels,United States of America,37.41763,-79.93532,33.23989639324699
camels_02056900,camels,United States of America,37.04514,-79.8442,299.1927680597534
camels_02059500,camels,United States of America,37.1732,-79.52031,486.233295296614
camels_02064000,camels,United States of America,37.12681,-78.95974,427.7065486567371
camels_02065500,camels,United States of America,37.07931,-78.76362,252.68247264705124
camels_02069700,camels,United States of America,36.57097,-80.12949,228.8032587088545
camels_02070000,camels,United States of America,36.56819,-79.98726,278.8594483823663
camels_02074500,camels,United States of America,36.61958,-79.50419,288.7365980354291
camels_02077200,camels,United States of America,36.39778,-79.19667,126.35635295340413
camels_02081500,camels,United States of America,36.19417,-78.58306,432.9701566804801
camels_02082950,camels,United States of America,36.18333,-77.87611,461.3815003788304
camels_02092500,camels,United States of America,35.06417,-77.46139,435.0607834710876
camels_02096846,camels,United States of America,35.98722,-79.20611,19.616216495345927
camels_02102908,camels,United States of America,35.18278,-79.1775,20.187180738717178
camels_02108000,camels,United States of America,34.82889,-77.83222,1567.0008316036333
camels_02111180,camels,United States of America,36.07139,-81.40306,131.1434222911932
camels_02111500,camels,United States of America,36.175,-81.16889,233.1074098350376
camels_02112120,camels,United States of America,36.25028,-81.04444,329.7649909702223
camels_02112360,camels,United States of America,36.31139,-80.80722,206.77612862692007
camels_02118500,camels,United States of America,36.00056,-80.74556,400.4421655577253
camels_02125000,camels,United States of America,35.33472,-80.33556,144.68635365648078
camels_02128000,camels,United States of America,35.38722,-79.83139,271.8509526478415
camels_02137727,camels,United States of America,35.68583,-82.06028,329.0155921326665
camels_02140991,camels,United States of America,35.83361,-81.71194,522.0718824939519
camels_02143000,camels,United States of America,35.68444,-81.40333,222.233644145876
camels_02143040,camels,United States of America,35.59069,-81.56704,68.17753888988032
camels_02149000,camels,United States of America,35.42345,-82.1115,203.8105282244164
camels_02152100,camels,United States of America,35.49306,-81.68222,156.46353080435964
camels_02177000,camels,United States of America,34.81398,-83.30599,527.1908358961526
camels_02178400,camels,United States of America,34.89037,-83.53044,152.14591067658864
camels_02193340,camels,United States of America,33.68263,-82.85792,89.7354272989383
camels_02196000,camels,United States of America,33.7293,-82.18179,1408.8174300202145
camels_02198100,camels,United States of America,32.93766,-81.81539,79.76679490637363
camels_02202600,camels,United States of America,32.16798,-81.48817,623.906680673049
camels_02212600,camels,United States of America,33.09985,-83.72351,190.0972017921721
camels_02215100,camels,United States of America,32.23944,-83.50167,425.9978030144635
camels_02216180,camels,United States of America,31.99139,-82.92194,128.31008060459098
camels_02221525,camels,United States of America,33.25236,-83.48128,493.762632113246
camels_02231000,camels,United States of America,30.35885,-82.0815,1858.8013173587533
camels_02231342,camels,United States of America,27.56865,-80.79617,194.25325394806805
camels_02235200,camels,United States of America,28.87453,-81.48938,300.9304201512397
camels_02245500,camels,United States of America,29.97941,-81.85204,351.64001353895776
camels_02246000,camels,United States of America,30.1133,-81.90649,451.68172230371664
camels_02296500,camels,United States of America,27.37504,-81.79647,893.9992741543153
camels_02297155,camels,United States of America,27.48726,-82.02342,98.12784905935158
camels_02297310,camels,United States of America,27.19949,-81.98842,537.9104605238318
camels_02298123,camels,United States of America,27.052,-81.78453,541.9983226859208
camels_02298608,camels,United States of America,27.34366,-82.15676,314.3976336707859
camels_02299950,camels,United States of America,27.47365,-82.2112,177.46307605167337
camels_02300700,camels,United States of America,27.79197,-82.35204,85.97495241479606
camels_02310947,camels,United States of America,28.31195,-82.05591,582.5433401374396
camels_02312200,camels,United States of America,28.57277,-82.15536,467.48268438740735
camels_02314500,camels,United States of America,30.68056,-82.56056,2811.062565362304
camels_02315500,camels,United States of America,30.32578,-82.73818,5921.059561630095
camels_02324400,camels,United States of America,30.09827,-83.47181,210.41445360360217
camels_02327100,camels,United States of America,30.12937,-84.49435,299.92833606568246
camels_02342933,camels,United States of America,32.01766,-85.29577,290.44527866526767
camels_02349900,camels,United States of America,32.19556,-83.90222,124.4304297028274
camels_02350900,camels,United States of America,31.76444,-84.25333,1366.4415438576436
camels_02361000,camels,United States of America,31.34295,-85.61049,1780.6193970055326
camels_02363000,camels,United States of America,31.59489,-85.783,1293.706711347575
camels_02369800,camels,United States of America,31.02768,-86.70996,231.2577675964164
camels_02371500,camels,United States of America,31.5735,-86.25162,1258.8959600965095
camels_02372250,camels,United States of America,31.59627,-86.40552,1146.0558093569953
camels_02374500,camels,United States of America,31.4185,-86.98664,458.7703589559312
camels_02381600,camels,United States of America,34.57037,-84.46882,10.326709480794475
camels_02384540,camels,United States of America,34.87202,-84.72133,22.258165364434127
camels_02395120,camels,United States of America,34.24278,-84.88972,85.2181117021181
camels_02408540,camels,United States of America,32.91679,-86.27025,684.0331216016301
camels_02415000,camels,United States of America,33.06679,-85.87913,491.7651515858486
camels_02422500,camels,United States of America,32.58291,-86.9036,600.1665037457406
camels_02427250,camels,United States of America,31.99626,-87.06832,681.1617039242551
camels_02430085,camels,United States of America,34.46667,-88.28361,40.72510502786053
camels_02430615,camels,United States of America,34.3925,-88.355,32.63478293814369
camels_02450250,camels,United States of America,34.28538,-87.39891,242.38624690478304
camels_02464000,camels,United States of America,33.47928,-87.59723,582.2727774141343
camels_02464146,camels,United States of America,33.41345,-87.51056,15.828035902889352
camels_02464360,camels,United States of America,33.42484,-87.64251,149.0498681869915
camels_02465493,camels,United States of America,32.99735,-87.62223,86.6014053473557
camels_02469800,camels,United States of America,31.74432,-88.02251,423.5375952308031
camels_02472000,camels,United States of America,31.70694,-89.40694,1929.072083503986
camels_02472500,camels,United States of America,31.42583,-89.41472,790.63592556549
camels_02479155,camels,United States of America,31.02528,-89.01667,138.4984608400035
camels_02479300,camels,United States of America,30.73611,-88.78111,1154.3192118841937
camels_02479560,camels,United States of America,30.80908,-88.45863,1457.818343174489
camels_02481000,camels,United States of America,30.55861,-89.12194,250.79568618688472
camels_02481510,camels,United States of America,30.48361,-89.27444,802.2992439119722
camels_03010655,camels,United States of America,41.96173,-78.19807,254.65933771193843
camels_03011800,camels,United States of America,41.76645,-78.71864,100.89720060691312
camels_03015500,camels,United States of America,41.85256,-79.31727,830.3203780196909
camels_03021350,camels,United States of America,42.01533,-79.78255,248.34596502559185
camels_03026500,camels,United States of America,41.63117,-78.57669,20.27469159185711
camels_03028000,camels,United States of America,41.57534,-78.69225,165.62528324405304
camels_03049000,camels,United States of America,40.7159,-79.69949,355.91799121890267
camels_03049800,camels,United States of America,40.52035,-79.93811,16.04909579362564
camels_03050000,camels,United States of America,38.80927,-79.88173,489.0865581310839
camels_03066000,camels,United States of America,39.12705,-79.46838,224.8394193036125
camels_03069500,camels,United States of America,39.12288,-79.68117,1851.584563924462
camels_03070500,camels,United States of America,39.61564,-79.70477,517.932839103192
camels_03076600,camels,United States of America,39.65614,-79.39411,128.07037176889028
camels_03078000,camels,United States of America,39.70219,-79.13639,165.0626320363916
camels_03140000,camels,United States of America,40.36285,-81.86236,71.31633418778175
camels_03144000,camels,United States of America,40.13257,-82.14792,364.688831529089
camels_03159540,camels,United States of America,39.06369,-81.8818,400.3036706154372
camels_03161000,camels,United States of America,36.39333,-81.40694,533.493945472224
camels_03164000,camels,United States of America,36.64735,-80.97897,2963.305976920179
camels_03165000,camels,United States of America,36.64596,-80.91924,117.4384212313146
camels_03170000,camels,United States of America,37.03763,-80.55672,800.0121855125166
camels_03173000,camels,United States of America,37.26818,-80.70951,775.7652905163629
camels_03180500,camels,United States of America,38.54373,-79.83312,346.14957464623893
camels_03182500,camels,United States of America,38.18595,-80.13062,1364.2032285559424
camels_03186500,camels,United States of America,38.379,-80.48397,331.5481426604806
camels_03187500,camels,United States of America,38.29539,-80.52648,207.8761915413909
camels_03213700,camels,United States of America,37.67316,-82.28014,2429.653575437966
camels_03237280,camels,United States of America,38.64369,-83.21574,33.1618535103466
camels_03237500,camels,United States of America,38.80368,-83.42102,1000.4353487789718
camels_03238500,camels,United States of America,38.85813,-83.92854,563.552241578934
camels_03241500,camels,United States of America,39.72284,-83.88271,173.0365135934899
camels_03280700,camels,United States of America,37.16509,-83.30796,158.71500443056064
camels_03281100,camels,United States of America,37.15203,-83.7602,425.1880115888037
camels_03281500,camels,United States of America,37.47981,-83.67519,1835.962691719392
camels_03285000,camels,United States of America,37.64202,-84.66078,823.1202671292644
camels_03291780,camels,United States of America,38.87811,-85.25718,71.4215904548886
camels_03300400,camels,United States of America,37.83284,-85.29607,1128.3199875704952
camels_03338780,camels,United States of America,40.26531,-87.6428,691.3792808457737
camels_03340800,camels,United States of America,39.81255,-86.9539,363.1293212034208
camels_03346000,camels,United States of America,39.01004,-87.94559,828.1884460926823
camels_03357350,camels,United States of America,39.76171,-86.72945,26.081280747865925
camels_03364500,camels,United States of America,39.27477,-85.70165,242.0094029157117
camels_03366500,camels,United States of America,38.80422,-85.67386,762.0792350202614
camels_03368000,camels,United States of America,39.07033,-85.48608,32.48820271238329
camels_03384450,camels,United States of America,37.47227,-88.54727,112.34453896897912
camels_03439000,camels,United States of America,35.14333,-82.82472,177.99471516630686
camels_03450000,camels,United States of America,35.65306,-82.40528,14.167080324843209
camels_03455500,camels,United States of America,35.39611,-82.9375,71.27697772631896
camels_03456500,camels,United States of America,35.46167,-82.86972,137.3849343536078
camels_03460000,camels,United States of America,35.6675,-83.07361,127.82617851828208
camels_03463300,camels,United States of America,35.83151,-82.18429,113.33924498043142
camels_03471500,camels,United States of America,36.76039,-81.63123,198.06881786926527
camels_03473000,camels,United States of America,36.65178,-81.84401,783.9928225173128
camels_03479000,camels,United States of America,36.23917,-81.82222,237.785107358006
camels_03488000,camels,United States of America,36.89678,-81.74623,573.5820202135839
camels_03498500,camels,United States of America,35.78562,-83.8846,700.5084177752941
camels_03500000,camels,United States of America,35.15,-83.37972,362.368077812074
camels_03500240,camels,United States of America,35.15889,-83.39417,148.97300470150057
camels_03504000,camels,United States of America,35.1275,-83.61861,134.42979986405592
camels_03574500,camels,United States of America,34.62425,-86.30637,859.7353908387481
camels_03592718,camels,United States of America,34.83556,-88.28806,66.93083744792696
camels_03604000,camels,United States of America,35.49591,-87.8328,1163.6659321380396
camels_04015330,camels,United States of America,46.94688,-91.7924,225.08905497032336
camels_04024430,camels,United States of America,46.63327,-92.09408,1092.1299380979765
camels_04027000,camels,United States of America,46.48661,-90.6963,1542.647578188397
camels_04040500,camels,United States of America,46.58411,-88.57597,420.7243829354853
camels_04043050,camels,United States of America,47.22854,-88.38539,76.64554188318176
camels_04045500,camels,United States of America,46.57502,-85.26955,1962.8259916350248
camels_04056500,camels,United States of America,46.03053,-86.16125,2975.893965897814
camels_04057510,camels,United States of America,45.94302,-86.7057,490.3050736625704
camels_04057800,camels,United States of America,46.4991,-87.88652,121.50722336072812
camels_04059500,camels,United States of America,45.75552,-87.20152,1185.8747259806312
camels_04063700,camels,United States of America,45.76357,-88.46318,370.3060350577837
camels_04074950,camels,United States of America,45.18997,-88.73344,1213.438569784781
camels_04105700,camels,United States of America,42.35337,-85.35389,100.65244279869948
camels_04115265,camels,United States of America,43.24976,-84.98113,95.97745574805658
camels_04122200,camels,United States of America,43.46418,-86.23257,1020.7926795003784
camels_04122500,camels,United States of America,43.94501,-86.27869,1797.4376166945633
camels_04124000,camels,United States of America,44.43639,-85.69868,2283.478851010999
camels_04127918,camels,United States of America,46.18585,-84.59783,601.0851754656892
camels_04127997,camels,United States of America,45.27446,-84.60003,503.0281902610567
camels_04161580,camels,United States of America,42.80086,-83.09021,66.57602414246223
camels_04185000,camels,United States of America,41.5045,-84.42967,1062.931226989935
camels_04196800,camels,United States of America,40.92283,-83.34881,607.6359600190913
camels_04197100,camels,United States of America,41.02228,-83.10964,388.6662862378548
camels_04197170,camels,United States of America,41.11367,-83.16825,95.91339724921868
camels_04213000,camels,United States of America,41.927,-80.60397,465.42718678923023
camels_04213075,camels,United States of America,41.992,-80.29117,11.927396118594029
camels_04216418,camels,United States of America,42.86395,-78.28363,196.7166625702857
camels_04221000,camels,United States of America,42.12229,-77.95722,750.2245428988301
camels_04224775,camels,United States of America,42.53562,-77.70416,231.9866968503072
camels_04233000,camels,United States of America,42.39313,-76.54494,92.3018580378835
camels_04256000,camels,United States of America,43.74729,-75.33435,237.6104619346117
camels_04296000,camels,United States of America,44.86894,-72.2701,300.2797017437608
camels_05056000,camels,United States of America,47.80555,-98.71622,5632.076778853513
camels_05057000,camels,United States of America,47.43277,-98.0276,8113.276774169856
camels_05057200,camels,United States of America,47.22916,-98.12482,1895.4862619276416
camels_05062500,camels,United States of America,47.26663,-96.24478,2429.2948089687006
camels_05087500,camels,United States of America,48.34109,-96.81812,719.013712542386
camels_05120500,camels,United States of America,48.13834,-100.53986,1724.2705065815317
camels_05123400,camels,United States of America,48.58889,-100.44208,3210.3108477605547
camels_05129115,camels,United States of America,48.26463,-92.56599,2367.244942822665
camels_05131500,camels,United States of America,48.39578,-93.54933,4331.032111372349
camels_05291000,camels,United States of America,45.29163,-96.48756,1056.5065992820462
camels_05362000,camels,United States of America,45.30803,-90.95652,1490.6487538461022
camels_05393500,camels,United States of America,45.44913,-89.97931,225.44705163970497
camels_05399500,camels,United States of America,44.82191,-90.07958,577.590964447684
camels_05408000,camels,United States of America,43.57414,-90.64319,688.797699288965
camels_05412500,camels,United States of America,42.73999,-91.2618,4019.3154365138057
camels_05413500,camels,United States of America,42.72027,-90.81929,709.3452066920611
camels_05414000,camels,United States of America,42.7311,-90.64041,368.0369751790782
camels_05444000,camels,United States of America,41.90281,-89.69622,376.60071293338245
camels_05454000,camels,United States of America,41.70002,-91.48767,68.37554441516757
camels_05458000,camels,United States of America,43.03328,-92.50354,782.2269217795051
camels_05466500,camels,United States of America,41.18698,-90.96737,1162.4576036129297
camels_05487980,camels,United States of America,41.24688,-93.26607,876.8676233514409
camels_05488200,camels,United States of America,41.30055,-93.04548,234.5608830056997
camels_05489000,camels,United States of America,41.219,-92.90853,973.8712396827482
camels_05495000,camels,United States of America,40.39241,-91.59788,1028.251668334755
camels_05495500,camels,United States of America,40.14282,-91.33737,885.3772514763559
camels_05501000,camels,United States of America,39.81799,-91.5177,928.6767786703026
camels_05503800,camels,United States of America,39.58483,-91.99349,212.50087859082967
camels_05507600,camels,United States of America,39.43143,-91.67627,275.727644174289
camels_05508805,camels,United States of America,39.52046,-91.34275,536.1008000324307
camels_05514500,camels,United States of America,39.0088,-90.97754,2408.2878039421853
camels_05525500,camels,United States of America,40.63004,-87.72392,1156.4274109515293
camels_05556500,camels,United States of America,41.36587,-89.49843,506.2491490517461
camels_05584500,camels,United States of America,40.33032,-90.89624,1708.911306912969
camels_05585000,camels,United States of America,40.02477,-90.63179,3366.207541069375
camels_05591550,camels,United States of America,39.5067,-88.52756,97.09021190457536
camels_05592050,camels,United States of America,39.40587,-88.89646,260.37463493829057
camels_05592575,camels,United States of America,38.93699,-88.95284,116.27702920157768
camels_05593575,camels,United States of America,38.44172,-89.41675,220.60017073506887
camels_05593900,camels,United States of America,39.14894,-89.35231,145.66989757513755
camels_05595730,camels,United States of America,38.25394,-89.03979,233.030773025948
camels_06037500,camels,United States of America,44.65687,-111.06827,1125.1211688378403
camels_06043500,camels,United States of America,45.49743,-111.27051,2116.029689893054
camels_06154410,camels,United States of America,47.9661,-108.66071,47.52721803184206
camels_06188000,camels,United States of America,44.92772,-110.39381,1726.6558786596588
camels_06191500,camels,United States of America,45.11188,-110.79438,6793.097713186935
camels_06221400,camels,United States of America,43.34551,-109.41014,231.46101170566303
camels_06224000,camels,United States of America,43.1769,-109.20291,484.7675348183698
camels_06278300,camels,United States of America,44.50802,-107.40369,59.12551730241147
camels_06280300,camels,United States of America,44.20828,-109.55489,792.6119345452969
camels_06289000,camels,United States of America,45.00691,-107.61509,471.1037957693612
camels_06291500,camels,United States of America,45.12644,-107.60054,220.21096266211228
camels_06311000,camels,United States of America,44.02774,-107.08089,62.97071363893178
camels_06332515,camels,United States of America,47.78724,-102.76853,191.17437457776285
camels_06339100,camels,United States of America,47.23613,-102.76991,528.2812277528319
camels_06339500,camels,United States of America,47.15445,-102.05989,3153.063153377629
camels_06344600,camels,United States of America,47.02779,-103.05324,407.8884601322196
camels_06350000,camels,United States of America,46.42667,-102.55183,1502.923592036562
camels_06352000,camels,United States of America,46.15417,-102.47405,1439.3396849192304
camels_06353000,camels,United States of America,46.09167,-101.33374,4593.526217606494
camels_06354000,camels,United States of America,46.37611,-100.93444,10600.22410691772
camels_06360500,camels,United States of America,45.25582,-100.84292,12572.50969465809
camels_06404000,camels,United States of America,43.87249,-103.33658,151.4998288627278
camels_06406000,camels,United States of America,43.82805,-103.19602,436.5894959739151
camels_06408700,camels,United States of America,44.13665,-103.85854,27.400016972472564
camels_06409000,camels,United States of America,44.01359,-103.83048,208.99203752515427
camels_06431500,camels,United States of America,44.48248,-103.86159,427.1325192337945
camels_06440200,camels,United States of America,43.96888,-101.76709,653.8653782095386
camels_06441500,camels,United States of America,44.32665,-100.3843,8127.440649232418
camels_06447000,camels,United States of America,43.7525,-101.52487,12845.193533190592
camels_06447500,camels,United States of America,43.16667,-101.63015,791.5409648296455
camels_06450500,camels,United States of America,43.60139,-100.74986,4066.695873419269
camels_06452000,camels,United States of America,43.74833,-99.55649,25768.954367292827
camels_06453600,camels,United States of America,42.81099,-98.17586,2101.131689061376
camels_06464500,camels,United States of America,43.02889,-99.78067,2918.7962087458063
camels_06468170,camels,United States of America,47.55805,-98.86289,2825.504735900212
camels_06468250,camels,United States of America,47.39972,-98.79761,3238.626663279287
camels_06470800,camels,United States of America,46.22524,-98.07177,993.2871583802814
camels_06477500,camels,United States of America,43.7764,-98.24567,1530.6863708064598
camels_06479215,camels,United States of America,45.1808,-97.18619,177.68657105183965
camels_06479438,camels,United States of America,45.00608,-97.16508,796.8317683411167
camels_06601000,camels,United States of America,42.32158,-96.48768,452.3821281274072
camels_06614800,camels,United States of America,40.49609,-105.86501,4.1976216829595
camels_06622700,camels,United States of America,41.37024,-106.52058,101.48723655616548
camels_06623800,camels,United States of America,41.02358,-106.82477,188.6691930600108
camels_06632400,camels,United States of America,41.58525,-106.22279,164.87041067665697
camels_06746095,camels,United States of America,40.53998,-105.88279,9.264153457459916
camels_06784000,camels,United States of America,41.03244,-98.74053,6377.916547052081
camels_06803510,camels,United States of America,40.89311,-96.68155,118.23549278538776
camels_06803530,camels,United States of America,41.0157,-96.54428,309.21704773944725
camels_06814000,camels,United States of America,39.94778,-96.10862,716.8832451245277
camels_06847900,camels,United States of America,39.76985,-100.10078,1537.6970215930153
camels_06853800,camels,United States of America,39.89925,-98.25043,596.9457386803155
camels_06876700,camels,United States of America,39.13907,-97.83696,1053.0480075651135
camels_06878000,camels,United States of America,39.03111,-97.04029,777.0421584475448
camels_06879650,camels,United States of America,39.10195,-96.59521,12.42393158981196
camels_06885500,camels,United States of America,39.68192,-96.44289,1074.1454623222558
camels_06888500,camels,United States of America,39.06265,-96.15025,841.6203339804705
camels_06889200,camels,United States of America,39.23833,-95.8886,406.2903379867292
camels_06889500,camels,United States of America,39.09938,-95.72495,765.4109531425487
camels_06892000,camels,United States of America,39.11633,-95.01088,1089.9689348884708
camels_06903400,camels,United States of America,40.95189,-93.25985,482.5932269313126
camels_06906800,camels,United States of America,38.70225,-92.97883,1410.6822536946124
camels_06910800,camels,United States of America,38.56701,-95.96163,444.433612913124
camels_06911900,camels,United States of America,38.71069,-95.83603,290.8794107983461
camels_06917000,camels,United States of America,38.01897,-94.71367,766.8367616266628
camels_06918460,camels,United States of America,37.40237,-93.80203,650.8904124534805
camels_06919500,camels,United States of America,37.8342,-93.87549,1068.6303709608906
camels_06921070,camels,United States of America,37.68265,-93.37033,716.7145614604523
camels_06921200,camels,United States of America,37.75047,-93.26618,328.44200263559185
camels_06934000,camels,United States of America,38.38881,-91.81989,8263.539255495745
camels_07014500,camels,United States of America,38.15853,-91.10846,3849.49330185908
