gauge_id,subdataset,country,gauge_lat,gauge_lon,area,valid_years_streamflow,record_span_years
lamahice_22,lamahice,Iceland,65.54512432575362,-20.13611100729835,230.1322466549641,0.0,0.0
lamahice_13,lamahice,Iceland,64.09742023842604,-21.79866152437462,268.1004258318928,0.0,0.0
lamahice_106,lamahice,Iceland,63.87846719298721,-17.830882834669296,181.93462692053745,0.0,0.0
camelsch_2041,camelsch,CH,47.31,9.57,6125.4635221972485,0.0,0.0
camelsch_2113,camelsch,CH,47.59,8.23,17639.18568365431,0.0,0.0
camelsch_2615,camelsch,CH,47.56,7.59,35825.6952940299,0.0,0.0
camelsch_2623,camelsch,CH,46.53,8.35,93.0706293994084,0.0,0.0
camelsch_2116,camelsch,CH,47.61,8.23,15860.154188549284,0.0,0.0
camelsch_5024,camelsch,FR,47.03,6.58,25.992002684140218,0.7337440109514032,0.731006160164271
hysets_01211600,hysets,United States of America,41.06065245,-73.67762878,30.2606203831578,0.999315537303217,0.9965776865160849
hysets_040844215,hysets,United States of America,44.19916667,-88.4769444,7.438684465117296,0.999315537303217,0.9965776865160849
hysets_06279800,hysets,United States of America,44.50272278,-109.9612962,278.9391783395183,0.999315537303217,1.4948665297741273
hysets_01067851,hysets,United States of America,43.53341389,-70.4839417,2.840317610839814,0.999315537303217,0.9965776865160849
hysets_02317748,hysets,United States of America,30.95686635,-83.2698755,1288.6900162700367,0.999315537303217,0.9965776865160849
hysets_02331500,hysets,United States of America,34.57315307,-83.59072979,402.909450910394,0.999315537303217,0.9965776865160849
hysets_11142550,hysets,United States of America,35.75691177,-121.3002047,89.3078488677209,0.999315537303217,0.9965776865160849
hysets_02462980,hysets,United States of America,33.39067054,-87.4750037,9.308548942715069,0.999315537303217,0.9965776865160849
hysets_05400664,hysets,United States of America,44.6305183,-90.1201312,25.980622445114843,0.999315537303217,0.9965776865160849
hysets_05400705,hysets,United States of America,44.57024387,-89.7328999,219.3451405103353,0.999315537303217,0.9965776865160849
hysets_05379288,hysets,United States of America,44.44579646,-91.3612694,26.962310946787355,0.999315537303217,0.9965776865160849
hysets_03152500,hysets,United States of America,38.96258925,-80.86649328,370.59367648054325,0.999315537303217,0.9965776865160849
hysets_05427900,hysets,United States of America,43.17471559,-89.4328968,104.29985179008602,0.999315537303217,0.9965776865160849
hysets_05364500,hysets,United States of America,45.0999611,-91.4890502,130.1074285864655,0.999315537303217,0.9965776865160849
hysets_05366300,hysets,United States of America,44.68134967,-91.11932,89.16198394542117,0.999315537303217,0.9965776865160849
hysets_05379305,hysets,United States of America,44.39051899,-91.4293235,278.95834936383585,0.999315537303217,0.9965776865160849
hysets_05367202,hysets,United States of America,45.5891239,-91.6018324,377.03774853318345,0.999315537303217,0.9965776865160849
hysets_05367190,hysets,United States of America,45.57412586,-91.5129409,54.56197363374696,0.999315537303217,0.9965776865160849
hysets_05398500,hysets,United States of America,44.8338574,-89.6087325,72.73976131877578,0.999315537303217,0.9965776865160849
hysets_01471900,hysets,United States of America,40.31814925,-75.7332463,159.98795598433682,0.999315537303217,0.9965776865160849
hysets_01211110,hysets,United States of America,41.04273596,-73.6160428,5.202411517799507,0.999315537303217,0.9965776865160849
hysets_08NL041,hysets,Canada,49.42778,-120.3467,224.88113691935547,0.999315537303217,0.9965776865160849
hysets_01376275,hysets,United States of America,41.01527778,-73.93777778,27.740169058616644,0.999315537303217,0.9965776865160849
hysets_06654550,hysets,United States of America,42.3002473,-105.1872013,157.5621457573296,0.999315537303217,0.9965776865160849
hysets_0208378372,hysets,United States of America,35.80849147,-77.4463578,150.4462631000733,0.999315537303217,0.9965776865160849
hysets_09512600,hysets,United States of America,34.282252,-112.2076612,231.53246467051383,0.999315537303217,0.9965776865160849
hysets_02106681,hysets,United States of America,35.2829411,-78.6375158,125.48788579681914,0.999315537303217,0.9965776865160849
hysets_01119260,hysets,United States of America,41.99342929,-72.2692458,23.15587528879817,0.999315537303217,0.9965776865160849
hysets_09216576,hysets,United States of America,41.2069058,-109.0531773,92.70060618833551,0.999315537303217,0.9965776865160849
hysets_09167450,hysets,United States of America,37.59915896,-108.4962024,217.1772234093632,0.999315537303217,0.9965776865160849
hysets_01471845,hysets,United States of America,40.3856497,-75.7290802,24.28403709826033,0.999315537303217,0.9965776865160849
hysets_01471800,hysets,United States of America,40.41203865,-75.73352518,25.011383018696986,0.999315537303217,0.9965776865160849
hysets_01471710,hysets,United States of America,40.3306487,-75.79241789,6.432909629717811,0.999315537303217,0.9965776865160849
hysets_01471700,hysets,United States of America,40.34314876,-75.8060303,16.877643893422885,0.999315537303217,0.9965776865160849
hysets_03155200,hysets,United States of America,39.0778583,-81.1901145,542.7182149332572,0.999315537303217,0.9965776865160849
hysets_05400500,hysets,United States of America,44.5888586,-89.4862286,368.9714959519425,0.999315537303217,0.9965776865160849
hysets_06208400,hysets,United States of America,45.4547972,-108.9581611,126.4633964962834,0.999315537303217,0.9965776865160849
hysets_04189500,hysets,United States of America,41.04449574,-84.0818891,1670.900374624192,0.999315537303217,0.9965776865160849
hysets_10328450,hysets,United States of America,41.4918972,-117.1275778,561.8141021350054,0.999315537303217,1.4948665297741273
hysets_06301850,hysets,United States of America,44.6957189,-107.1913786,314.32992803543925,0.999315537303217,1.4948665297741273
hysets_02413500,hysets,United States of America,33.349281,-85.5452326,1531.2033354529322,0.999315537303217,0.9965776865160849
hysets_02412500,hysets,United States of America,33.32622575,-85.5919005,2053.953131335544,0.999315537303217,0.9965776865160849
hysets_06428000,hysets,United States of America,44.68165085,-104.6019052,7145.840441340366,0.999315537303217,0.9965776865160849
hysets_01119480,hysets,United States of America,41.76037657,-72.2867464,10.595159298783145,0.999315537303217,0.9965776865160849
hysets_06669100,hysets,United States of America,42.12302515,-104.9052483,144.38904344145007,0.999315537303217,0.9965776865160849
hysets_01107400,hysets,United States of America,41.86537995,-70.9083736,22.45256325374993,0.999315537303217,0.9965776865160849
hysets_06668200,hysets,United States of America,42.2535807,-105.253037,16.23388852255374,0.999315537303217,0.9965776865160849
hysets_01610500,hysets,United States of America,39.1823261,-78.5066758,791.0786897478645,0.999315537303217,0.9965776865160849
hysets_07179710,hysets,United States of America,38.55473265,-96.3713894,1400.964568737941,0.999315537303217,0.9965776865160849
hysets_05270150,hysets,United States of America,45.77940928,-94.9814122,332.47626617398794,0.999315537303217,0.9965776865160849
hysets_18277,hysets,Mexico,17.7791407090595,-100.399791356877,1544.1744552607183,0.999315537303217,0.9965776865160849
hysets_09482001,hysets,United States of America,31.8714728,-110.9800905,3929.490949556,1.002053388090349,0.999315537303217
hysets_05330470,hysets,United States of America,44.5757967,-93.6449569,84.08693459357677,1.002053388090349,0.999315537303217
hysets_05329890,hysets,United States of America,44.74162917,-93.7346836,214.643239574156,1.002053388090349,0.999315537303217
hysets_03159870,hysets,United States of America,38.9167475,-81.9120808,103865.89622221254,1.002053388090349,0.999315537303217
hysets_05330645,hysets,United States of America,44.7963513,-93.7452402,167.36200438870586,1.002053388090349,0.999315537303217
hysets_02336380,hysets,United States of America,33.8598261,-84.42437289,89.24245594038265,1.002053388090349,0.999315537303217
hysets_01120800,hysets,United States of America,41.80093157,-72.118132,188.53193269185005,1.002053388090349,0.999315537303217
hysets_06821065,hysets,United States of America,39.68138877,-94.3863383,49.39505233710547,1.002053388090349,0.999315537303217
hysets_03011550,hysets,United States of America,42.0517278,-78.8761479,73.65251546700134,1.002053388090349,1.4154688569472964
hysets_02335912,hysets,United States of America,33.8923532,-84.456702,48.2392069244532,1.002053388090349,0.999315537303217
hysets_09489078,hysets,United States of America,33.76005179,-109.3756386,139.34297104168755,1.002053388090349,0.999315537303217
hysets_09489030,hysets,United States of America,33.96504909,-109.3717533,2.620816633613553,1.002053388090349,0.999315537303217
hysets_09489040,hysets,United States of America,33.97616004,-109.373698,1.717354401861185,1.002053388090349,0.999315537303217
hysets_04086305,hysets,United States of America,43.59055226,-88.0506495,12.964561805920072,1.002053388090349,0.999315537303217
hysets_01195339,hysets,United States of America,41.2959303,-72.796765,43.55345523960179,1.002053388090349,0.999315537303217
hysets_09489089,hysets,United States of America,33.73921895,-109.3423037,9.513554352549455,1.002053388090349,0.999315537303217
hysets_0408543802,hysets,United States of America,44.003883,-87.72203,16.622911253192992,1.002053388090349,0.999315537303217
hysets_09489086,hysets,United States of America,33.73810786,-109.341748,152.42708436075688,1.002053388090349,0.999315537303217
hysets_04087048,hysets,United States of America,43.2186111,-88.0433333,7.83008018102041,1.002053388090349,0.999315537303217
hysets_040854555,hysets,United States of America,43.90638286,-87.8078661,52.47006328906703,1.0047912388774811,1.002053388090349
hysets_04086125,hysets,United States of America,43.6161043,-88.3937125,34.61048630489075,1.0047912388774811,1.002053388090349
hysets_05586685,hysets,United States of America,39.12921338,-89.8812103,6.328577283166567,1.0075290896646132,1.0184804928131417
hysets_10152001,hysets,United States of America,40.1582872,-111.7310397,1696.7946695527069,1.0102669404517455,1.264887063655031
hysets_10251980,hysets,United States of America,36.00206944,-115.6448917,137.94921596079146,1.0102669404517455,1.0075290896646132
hysets_04015410,hysets,United States of America,46.76132929,-92.1293571,25.77357650002822,1.0130047912388775,1.0102669404517455
hysets_05425536,hysets,United States of America,43.09305848,-88.6920469,20.0182086153348,1.0184804928131417,1.374401095140315
hysets_02084903,hysets,United States of America,36.04986186,-79.1875149,3.551089755204448,1.0184804928131417,1.0157426420260096
hysets_12119300,hysets,United States of America,47.4978785,-122.0992863,7.342498034080637,1.0266940451745379,1.0239561943874058
hysets_07364128,hysets,United States of America,34.03397778,-91.70975,252.54331980557785,1.0321697467488022,1.0294318959616702
hysets_13303500,hysets,United States of America,44.6136111,-113.3972222,148.9118466038782,1.0321697467488022,1.4455852156057496
hysets_07047815,hysets,United States of America,35.36055556,-90.6513889,81.18788105726017,1.0349075975359343,1.106091718001369
GRDC_4208673,grdc,Canada,53.7188,-118.2729,13.2095163169765,1.0403832991101984,2.1519507186858315
hysets_12052500,hysets,United States of America,47.81064698,-122.9107204,171.6135963946604,1.0403832991101984,1.0376454483230664
hysets_03595520,hysets,United States of America,35.48229309,-86.09234109,5.45565314823048,1.0431211498973305,1.727583846680356
hysets_05335380,hysets,United States of America,45.78383569,-92.1310183,56.72897179243449,1.0458590006844628,1.374401095140315
hysets_04200050,hysets,United States of America,41.26505164,-82.1795984,210.0341134826461,1.0458590006844628,1.0431211498973305
hysets_05468367,hysets,United States of America,40.9305936,-90.5731896,157.8867743163416,1.0458590006844628,1.3826146475017111
hysets_03260325,hysets,United States of America,40.52393974,-83.8004912,37.71763884115129,1.0485968514715949,1.0458590006844628
hysets_02327016,hysets,United States of America,30.4052005,-84.2926775,13.672233201901346,1.054072553045859,1.5277207392197125
hysets_03260450,hysets,United States of America,40.47866197,-83.8118803,122.35127667418624,1.054072553045859,1.051334702258727
hysets_10328475,hysets,United States of America,41.44989739,-117.1009509,1108.1304769204453,1.056810403832991,1.5523613963039014
hysets_03197440,hysets,United States of America,38.5384296,-81.3451192,71.2731983863343,1.0595482546201231,1.056810403832991
hysets_05367102,hysets,United States of America,45.65912287,-91.5601647,155.28496539944203,1.0595482546201231,1.056810403832991
hysets_05378220,hysets,United States of America,44.02329618,-91.7851516,36.90099878540807,1.0595482546201231,1.4209445585215605
hysets_07AF906,hysets,Canada,53.25222,-117.3583,388.4415061092451,1.0650239561943875,1.514031485284052
hysets_01480637,hysets,United States of America,39.96009444,-75.7123333,1.4464118116478546,1.0650239561943875,1.0622861054072552
hysets_07FC006,hysets,Canada,56.60083,-120.3797,109.95657316248716,1.0677618069815196,1.995893223819302
hysets_08MB010,hysets,Canada,52.42611,-124.1525,1459.6392322332624,1.0677618069815196,1.5441478439425051
hysets_02084905,hysets,United States of America,36.0698615,-79.2016821,3.870295191588806,1.0732375085557837,1.0704996577686516
hysets_03579040,hysets,United States of America,35.3044974,-86.1201725,24.571606541685625,1.0759753593429158,1.0732375085557837
hysets_01450020,hysets,United States of America,40.8181482,-75.6737996,285.43222114055567,1.0759753593429158,1.0732375085557837
hysets_07047904,hysets,United States of America,35.145,-90.6558333,1425.1436462414963,1.0759753593429158,1.1307323750855578
hysets_05480000,hysets,United States of America,42.5452503,-94.346635,647.5946099211035,1.0787132101300478,1.0759753593429158
hysets_05406360,hysets,United States of America,43.0219409,-89.7404007,1.807528823912224,1.0787132101300478,1.0759753593429158
hysets_03359980,hysets,United States of America,39.4025438,-86.9258439,66.5186810992041,1.0787132101300478,1.0759753593429158
hysets_01575735,hysets,United States of America,40.20592694,-76.40246178,29.97567978951412,1.08145106091718,1.0787132101300478
hysets_12414350,hysets,United States of America,47.3057534,-116.1173822,100.29674739002152,1.08145106091718,1.0787132101300478
hysets_04086250,hysets,United States of America,43.4122226,-88.149816,22.227656771960906,1.0841889117043122,1.08145106091718
hysets_05367154,hysets,United States of America,45.624957,-91.5632203,35.170852312236555,1.0841889117043122,1.08145106091718
hysets_06915977,hysets,United States of America,38.33418755,-94.6471784,151.63163171290694,1.0841889117043122,1.08145106091718
hysets_04086152,hysets,United States of America,43.51666366,-88.2256516,30.921774545500675,1.0841889117043122,1.08145106091718
hysets_04085480,hysets,United States of America,43.8091588,-88.2512122,69.96959793862946,1.0841889117043122,1.08145106091718
hysets_12508820,hysets,United States of America,46.28783056,-119.9823556,91.87859722627807,1.0841889117043122,1.08145106091718
hysets_06024510,hysets,United States of America,45.54681667,-113.7638222,34.64394637573655,1.0841889117043122,1.4976043805612593
camelscl_5221001,camelscl,Chile,-32.44375,-71.2868055555556,1827.7354066668847,1.0841889117043122,1.4921286789869952
hysets_06271500,hysets,United States of America,44.3555196,-107.2700693,36.58651680727804,1.0869267624914443,2.2477754962354553
hysets_04072000,hysets,United States of America,44.6319369,-88.0667705,155.9623765245917,1.0896646132785763,1.0869267624914443
hysets_05358170,hysets,United States of America,45.99634256,-90.503224,70.64666442515174,1.0896646132785763,1.0869267624914443
hysets_06064100,hysets,United States of America,46.6319333,-112.0470056,420.13705486862193,1.0896646132785763,1.5003422313483916
hysets_06064150,hysets,United States of America,46.6607472,-111.9899444,489.770805976334,1.0896646132785763,1.5003422313483916
hysets_02146820,hysets,United States of America,34.9501476,-80.8703512,710.7061966441306,1.0978781656399725,1.377138945927447
hysets_05425539,hysets,United States of America,43.07528114,-88.6973247,34.70727285682353,1.1006160164271048,1.404517453798768
hysets_102512535,hysets,United States of America,36.87138889,-116.4633333,1.819534226252949,1.1006160164271048,1.0978781656399725
hysets_03611900,hysets,United States of America,37.1394985,-88.7906119,15.469675325339876,1.103353867214237,2.620123203285421
hysets_05363700,hysets,United States of America,45.2388622,-90.698746,220.3341364634907,1.106091718001369,1.103353867214237
hysets_05316868,hysets,United States of America,44.21356778,-95.4933386,16.627021034257616,1.108829568788501,1.3963039014373717
hysets_05414500,hysets,United States of America,42.5550002,-90.746238,336.2794949210067,1.108829568788501,1.106091718001369
hysets_07194760,hysets,United States of America,36.05452496,-94.3185434,212.0888756321216,1.1143052703627652,1.111567419575633
hysets_06055500,hysets,United States of America,46.26228889,-111.6871194,201.24873614325665,1.1170431211498972,2.078028747433265
hysets_02232460,hysets,United States of America,28.45972509,-80.946726,123.24616348998217,1.1279945242984257,1.1252566735112937
hysets_05468308,hysets,United States of America,40.92114929,-90.4981879,95.14669291334413,1.1279945242984257,1.3716632443531827
hysets_04072410,hysets,United States of America,43.56998268,-89.2684503,127.44206782548584,1.1279945242984257,1.1252566735112937
hysets_11295100,hysets,United States of America,38.2401957,-120.2904725,428.21252338580246,1.1389459274469542,1.9794661190965093
hysets_11101180,hysets,United States of America,34.0741764,-118.0772906,26.451703814178696,1.1389459274469542,1.6673511293634498
GRDC_4208688,grdc,Canada,53.3479,-117.4021,15.634500705294302,1.1416837782340863,2.193018480492813
GRDC_4208624,grdc,Canada,55.5312,-118.3979,187.65892302301003,1.1416837782340863,1.4674880219028064
hysets_01575746,hysets,United States of America,40.15342817,-76.393017,75.39492426386519,1.1444216290212184,1.1416837782340863
GRDC_4208687,grdc,Canada,53.3146,-117.4604,12.8265113417638,1.1444216290212184,2.193018480492813
hysets_01537535,hysets,United States of America,41.20444444,-75.97138889,11.630465060313371,1.1444216290212184,2.2806297056810405
hysets_05288487,hysets,United States of America,45.18385417,-93.2968956,37.739733095388246,1.160848733744011,1.5633127994524298
hysets_11176145,hysets,United States of America,37.69992957,-121.7738424,138.37476897352494,1.160848733744011,1.5770020533880904
hysets_01192610,hysets,United States of America,41.71871075,-72.601479,20.927071631181825,1.163586584531143,1.1827515400410678
hysets_11465500,hysets,United States of America,38.50935499,-122.7697109,111.55172573092634,1.163586584531143,1.5797399041752225
hysets_12033000,hysets,United States of America,46.9820406,-123.41238,3672.383918364031,1.163586584531143,1.160848733744011
hysets_06255500,hysets,United States of America,43.23745819,-108.1395395,1293.1542796828437,1.1663244353182751,1.2484599589322383
hysets_03210420,hysets,United States of America,37.632876,-82.6048761,15.932423635403104,1.1663244353182751,1.163586584531143
hysets_05073980,hysets,United States of America,47.84551199,-95.2261149,175.64562597313207,1.1663244353182751,1.163586584531143
hysets_01105660,hysets,United States of America,42.2123231,-70.8211543,13.481368702756235,1.1663244353182751,1.163586584531143
hysets_13316535,hysets,United States of America,45.58305556,-116.2802778,54.72667992100285,1.1663244353182751,1.163586584531143
hysets_13336300,hysets,United States of America,46.0575,-115.3138889,124.0989685909346,1.1663244353182751,1.163586584531143
hysets_06088200,hysets,United States of America,47.6433,-111.6802778,75.41914427765849,1.1690622861054072,1.9931553730321698
hysets_01063452,hysets,United States of America,43.7631611,-70.524825,1.1310838662931468,1.1690622861054072,1.1663244353182751
hysets_06025270,hysets,United States of America,45.74335,-112.6706639,82.39732073497188,1.1718001368925393,1.995893223819302
hysets_06918800,hysets,United States of America,37.54587419,-93.5677026,785.3986093018947,1.1772758384668036,1.1745379876796715
hysets_09313985,hysets,United States of America,39.6794086,-110.5504348,15.574428003988126,1.1772758384668036,2.004106776180698
hysets_02147240,hysets,United States of America,34.71931386,-80.7970141,172.1422700607013,1.1800136892539357,1.3552361396303902
hysets_05381389,hysets,United States of America,44.15635176,-90.7126365,51.43623911624895,1.1800136892539357,1.1772758384668036
hysets_13341200,hysets,United States of America,46.8611111,-116.2847222,41.79195978207601,1.1800136892539357,1.1772758384668036
GRDC_4208746,grdc,Canada,54.0438,-115.0396,75.074262862447,1.1800136892539357,4.41615331964408
hysets_11459150,hysets,United States of America,38.2382502,-122.6402637,116.9805585825866,1.1800136892539357,11.493497604380561
hysets_05381392,hysets,United States of America,44.18051789,-90.786805,19.02439911881098,1.1827515400410678,1.1800136892539357
hysets_04203900,hysets,United States of America,41.13700049,-81.4815028,863.2622592414967,1.1827515400410678,1.1800136892539357
hysets_04187500,hysets,United States of America,40.75505064,-84.1946727,411.7792630685887,1.1854893908281998,1.2210814510609171
hysets_06058900,hysets,United States of America,46.36223889,-111.9971972,35.928549615624284,1.1882272416153319,1.9931553730321698
hysets_12203000,hysets,United States of America,48.7531944,-122.4265556,146.30650452489547,1.1882272416153319,1.1854893908281998
hysets_07030245,hysets,United States of America,35.43258329,-89.65424569,19.44176316159245,1.1937029431895962,1.1909650924024642
hysets_02367307,hysets,United States of America,30.5543624,-86.5318957,78.22332573301472,1.1937029431895962,1.1909650924024642
GRDC_4208462,grdc,Canada,55.6354,-117.2396,618.330864141271,1.1964407939767283,1.5989048596851472
hysets_04021530,hysets,United States of America,46.8616093,-92.604915,256.0257256602469,1.1991786447638604,1.2840520191649556
hysets_08179520,hysets,United States of America,29.5341187,-98.9353075,1646.6393022858952,1.1991786447638604,1.1964407939767283
lamah_212498,lamah,Austria,46.91189808433326,13.53182842597544,266.9861723142075,1.1991786447638604,1.1964407939767283
hysets_03201988,hysets,United States of America,38.95313228,-82.3654317,402.2366706203682,1.1991786447638604,1.1964407939767283
hysets_14136500,hysets,United States of America,45.38317478,-122.0456378,624.6868505131775,1.2046543463381245,1.2019164955509924
hysets_014806318,hysets,United States of America,39.9073296,-75.8332776,28.997717600433724,1.2073921971252566,1.2046543463381245
hysets_07241750,hysets,United States of America,35.28145995,-96.9708561,6.318168667136822,1.2101300479123889,1.2073921971252566
camelscl_8308000,camelscl,Chile,-38.0665859052135,-71.3496349310271,398.2370044066048,1.2101300479123889,3.0034223134839153
hysets_10168200,hysets,United States of America,40.64189336,-111.6785382,74.26505815388329,1.2101300479123889,1.2073921971252566
hysets_06706600,hysets,United States of America,39.39193365,-105.2847162,8.219979928876088,1.212867898699521,2.1601642710472277
hysets_08LA025,hysets,Canada,51.67639,-121.1875,232.12042285201017,1.218343600273785,2.620123203285421
hysets_07263594,hysets,United States of America,34.72675884,-92.3382079,7.329058862034572,1.218343600273785,1.4209445585215605
GRDC_4208693,grdc,Canada,53.5271,-117.6854,15.3149602882199,1.218343600273785,2.193018480492813
GRDC_4208692,grdc,Canada,53.4813,-117.6521,21.3250677052054,1.218343600273785,2.193018480492813
hysets_01159600,hysets,United States of America,42.96452485,-72.2598074,14.88848503911612,1.2210814510609171,1.218343600273785
camelscl_4810006,camelscl,Chile,-31.9461,-71.0619,26.01882660018473,1.2375085557837098,1.998631074606434
hysets_02176711,hysets,United States of America,32.2236111,-80.9202778,40.66890385560643,1.2375085557837098,2.329911019849418
hysets_03611800,hysets,United States of America,37.08977626,-88.8297801,16.87534592785543,1.2402464065708418,2.757015742642026
hysets_03545000,hysets,United States of America,34.90481489,-83.7168386,117.83352092583316,1.2457221081451062,1.242984257357974
hysets_0208273070,hysets,United States of America,36.21320415,-78.2966614,7.505610108425455,1.2457221081451062,1.242984257357974
hysets_01049270,hysets,United States of America,44.3556333,-69.64363889,7.504159584662216,1.2457221081451062,1.270362765229295
hysets_03498000,hysets,United States of America,35.76341869,-83.8498989,497.23829718614815,1.2484599589322383,1.2457221081451062
hysets_04100000,hysets,United States of America,41.6958825,-85.9763894,308.3944811321473,1.2484599589322383,1.2457221081451062
hysets_06061900,hysets,United States of America,46.53306667,-111.8790944,86.29133194318119,1.2484599589322383,2.0752908966461328
hysets_01555830,hysets,United States of America,40.49701458,-78.4966813,12.713316815084395,1.2484599589322383,1.2457221081451062
hysets_07231965,hysets,United States of America,34.76259795,-95.7499872,11.429392807371723,1.2484599589322383,1.2457221081451062
hysets_04233678,hysets,United States of America,42.4472222,-76.24527778,6.763309808183193,1.2484599589322383,1.2457221081451062
hysets_03210160,hysets,United States of America,37.5864878,-82.5395963,9.327404400954212,1.2511978097193703,1.2484599589322383
hysets_04160398,hysets,United States of America,42.8586422,-82.5379715,436.9140287629856,1.2511978097193703,1.2484599589322383
hysets_07263426,hysets,United States of America,34.78842456,-92.4318227,5.747309137778112,1.2511978097193703,1.297741273100616
hysets_03210040,hysets,United States of America,37.5153785,-82.4512599,38.67753155419906,1.2511978097193703,1.2484599589322383
hysets_021584051,hysets,United States of America,34.93206254,-82.1664993,25.852877290209783,1.2511978097193703,1.2484599589322383
hysets_01514000,hysets,United States of America,42.12916667,-76.2705556,480.0352747703226,1.2539356605065024,1.2511978097193703
hysets_12167700,hysets,United States of America,48.19648845,-122.2104233,1433.5163442124328,1.2566735112936345,1.2621492128678986
hysets_03201555,hysets,United States of America,39.3689584,-82.3909869,111.6359816892696,1.2594113620807665,1.2566735112936345
hysets_09306417,hysets,United States of America,39.8249694,-109.1609462,4.559662408177641,1.267624914442163,1.264887063655031
hysets_03148150,hysets,United States of America,39.73117975,-82.1009765,73.34648560223191,1.267624914442163,1.264887063655031
hysets_02479960,hysets,United States of America,30.78713274,-88.366956,7.174777303438939,1.2758384668035592,1.273100616016427
hysets_02479955,hysets,United States of America,30.80852085,-88.3366767,7.613814993268749,1.2785763175906912,1.2758384668035592
hysets_01548309,hysets,United States of America,41.77618287,-77.4113678,41.584706422163286,1.2785763175906912,1.2758384668035592
hysets_09306415,hysets,United States of America,39.8483029,-109.1306677,638.7492993677658,1.2813141683778233,1.2867898699520877
hysets_14182400,hysets,United States of America,44.79345516,-122.4925835,259.3066678083827,1.2840520191649556,1.2813141683778233
hysets_09395650,hysets,United States of America,35.32780194,-109.0700908,2720.787980504918,1.2867898699520877,1.2840520191649556
hysets_01069800,hysets,United States of America,43.3327222,-70.5707861,5.470875911656121,1.2867898699520877,1.5331964407939767
hysets_12433558,hysets,United States of America,47.92321708,-118.0899759,18.716833924288,1.2867898699520877,4.284736481861739
hysets_01480878,hysets,United States of America,40.0264954,-75.6360443,6.666033207565861,1.2950034223134839,1.2922655715263518
hysets_01021466,hysets,United States of America,44.8084194,-67.7513806,4.187987796052761,1.2950034223134839,1.2922655715263518
hysets_010965817,hysets,United States of America,42.872587,-71.32923,63.23061763475658,1.2950034223134839,1.2922655715263518
hysets_12328500,hysets,United States of America,46.3960369,-113.3083999,487.4120616142823,1.297741273100616,1.6700889801505818
hysets_01478137,hysets,United States of America,39.8217764,-75.7791061,3.3891957302511813,1.3059548254620124,1.3032169746748803
hysets_08204250,hysets,United States of America,28.90583333,-99.5772222,651.9241617011087,1.3114305270362765,1.3278576317590691
hysets_06712500,hysets,United States of America,39.6049883,-104.8224759,936.2998277201264,1.3169062286105406,1.3935660506502396
hysets_09386917,hysets,United States of America,35.2311409,-108.6348018,62.80827500977628,1.322381930184805,1.5030800821355237
hysets_05413400,hysets,United States of America,42.8163799,-90.7234599,17.782489378178347,1.322381930184805,2.16290212183436
hysets_12119375,hysets,United States of America,47.51704465,-122.1498431,21.33688232448172,1.322381930184805,1.319644079397673
hysets_04086200,hysets,United States of America,43.55027436,-88.1884293,139.42419231023263,1.325119780971937,23.912388774811774
hysets_05400100,hysets,United States of America,44.7219444,-90.0991667,205.3200711327124,1.3278576317590691,1.4921286789869952
